clusterName,gene,NSForestMarker
Inh L5-6 VIP COL4A3,ADAMTSL1,n
Inh L5-6 VIP COL4A3,THSD7B,n
Inh L5-6 VIP COL4A3,CXCL14,n
Inh L5-6 VIP COL4A3,PENK,n
Inh L5-6 VIP COL4A3,EGF,n
Inh L5-6 VIP COL4A3,DACH2,n
Inh L5-6 VIP COL4A3,SRGAP1,n
Inh L5-6 VIP COL4A3,GALNT10,n
Inh L5-6 VIP COL4A3,LINC01411,n
Inh L5-6 VIP COL4A3,LOC105373454,n
Inh L5-6 VIP COL4A3,COL19A1,n
Inh L5-6 VIP COL4A3,SOX2-OT,n
Inh L5-6 VIP COL4A3,TSHZ2,n
Inh L1-5 VIP CD27-AS1,HTR2C,n
Inh L1-5 VIP CD27-AS1,LOC284825,n
Inh L1-5 VIP CD27-AS1,TAC3,n
Inh L1-5 VIP CD27-AS1,SCTR,n
Inh L1-5 VIP CD27-AS1,ST18,n
Inh L1-5 VIP CD27-AS1,CCNG2,n
Inh L1-5 VIP CD27-AS1,IGFBP5,n
Inh L1-5 VIP CD27-AS1,KCNH8,n
Inh L1-5 VIP CD27-AS1,PARD3B,n
Inh L1-5 VIP CD27-AS1,SYT10,n
Inh L1-5 VIP CD27-AS1,ABI3BP,n
Inh L1-5 VIP CD27-AS1,LOC100506497,n
Inh L1-5 VIP CD27-AS1,LOC101927286,n
Inh L1-5 VIP CD27-AS1,LOC101928842,n
Inh L1-5 VIP CD27-AS1,EYA4,n
Inh L1-5 VIP CD27-AS1,LOC105373642,n
Inh L1-5 VIP CD27-AS1,PPP1R1C,n
Inh L1-5 VIP CD27-AS1,KCNT2,n
Inh L1-5 VIP CD27-AS1,LOC105370456,n
Inh L1-5 VIP CD27-AS1,ITGBL1,n
Inh L1-5 VIP CD27-AS1,SLITRK4,n
Inh L1-5 VIP CD27-AS1,EREG,n
Inh L1-5 VIP CD27-AS1,NOX4,n
Inh L1-5 VIP CD27-AS1,ANGPT1,n
Inh L1-5 VIP CD27-AS1,SMOC1,n
Inh L1-5 VIP CD27-AS1,VIP,n
Inh L1-5 VIP CD27-AS1,IQGAP2,y
Inh L1-5 VIP CD27-AS1,SLC22A3,n
Inh L1-5 VIP CD27-AS1,KCTD12,n
Inh L1-5 VIP CD27-AS1,ANKFN1,y
Inh L1-5 VIP CD27-AS1,EGFEM1P,y
Inh L1-5 VIP CD27-AS1,LOC101927078,n
Inh L1-5 VIP CD27-AS1,PDE3A,n
Inh L1-5 VIP CD27-AS1,ADAMTSL1,n
Inh L1-5 VIP CD27-AS1,THSD7B,n
Inh L1-5 VIP CD27-AS1,CXCL14,n
Inh L1-5 VIP CD27-AS1,PENK,n
Inh L1-5 VIP CD27-AS1,EGF,n
Inh L1-5 VIP CD27-AS1,DACH2,n
Inh L1-5 VIP CD27-AS1,SRGAP1,n
Inh L1-5 VIP CD27-AS1,GALNT10,n
Inh L1-5 VIP CD27-AS1,LINC01411,n
Inh L1-5 VIP CD27-AS1,LOC105373454,n
Inh L1-5 VIP CD27-AS1,COL19A1,n
Inh L1-5 VIP CD27-AS1,SOX2-OT,n
Inh L1-5 VIP CD27-AS1,TSHZ2,n
Inh L2-5 VIP BSPRY,HTR2C,n
Inh L2-5 VIP BSPRY,LOC284825,n
Inh L2-5 VIP BSPRY,TAC3,n
Inh L2-5 VIP BSPRY,SCTR,n
Inh L2-5 VIP BSPRY,ST18,y
Inh L2-5 VIP BSPRY,CCNG2,n
Inh L2-5 VIP BSPRY,IGFBP5,n
Inh L2-5 VIP BSPRY,KCNH8,n
Inh L2-5 VIP BSPRY,PARD3B,n
Inh L2-5 VIP BSPRY,SYT10,n
Inh L2-5 VIP BSPRY,ABI3BP,n
Inh L2-5 VIP BSPRY,LOC100506497,n
Inh L2-5 VIP BSPRY,LOC101927286,n
Inh L2-5 VIP BSPRY,LOC101928842,n
Inh L2-5 VIP BSPRY,EYA4,n
Inh L2-5 VIP BSPRY,LOC105373642,n
Inh L2-5 VIP BSPRY,PPP1R1C,n
Inh L2-5 VIP BSPRY,KCNT2,n
Inh L2-5 VIP BSPRY,LOC105370456,n
Inh L2-5 VIP BSPRY,ITGBL1,n
Inh L2-5 VIP BSPRY,SLITRK4,n
Inh L2-5 VIP BSPRY,EREG,n
Inh L2-5 VIP BSPRY,NOX4,n
Inh L2-5 VIP BSPRY,ANGPT1,n
Inh L2-5 VIP BSPRY,SMOC1,n
Inh L2-5 VIP BSPRY,VIP,n
Inh L2-5 VIP BSPRY,IQGAP2,n
Inh L2-5 VIP BSPRY,SLC22A3,n
Inh L2-5 VIP BSPRY,KCTD12,n
Inh L2-5 VIP BSPRY,ANKFN1,n
Inh L2-5 VIP BSPRY,EGFEM1P,n
Inh L2-5 VIP BSPRY,LOC101927078,y
Inh L2-5 VIP BSPRY,PDE3A,y
Inh L2-5 VIP BSPRY,ADAMTSL1,n
Inh L2-5 VIP BSPRY,THSD7B,n
Inh L2-5 VIP BSPRY,CXCL14,n
Inh L2-5 VIP BSPRY,PENK,n
Inh L2-5 VIP BSPRY,EGF,n
Inh L2-5 VIP BSPRY,DACH2,n
Inh L2-5 VIP BSPRY,SRGAP1,n
Inh L2-5 VIP BSPRY,GALNT10,n
Inh L2-5 VIP BSPRY,LINC01411,n
Inh L2-5 VIP BSPRY,LOC105373454,n
Inh L2-5 VIP BSPRY,COL19A1,n
Inh L2-5 VIP BSPRY,SOX2-OT,n
Inh L2-5 VIP BSPRY,TSHZ2,n
Inh L2-5 VIP SOX11,HTR2C,y
Inh L2-5 VIP SOX11,LOC284825,n
Inh L2-5 VIP SOX11,TAC3,n
Inh L2-5 VIP SOX11,SCTR,n
Inh L2-5 VIP SOX11,ST18,n
Inh L2-5 VIP SOX11,CCNG2,n
Inh L2-5 VIP SOX11,IGFBP5,n
Inh L2-5 VIP SOX11,KCNH8,n
Inh L2-5 VIP SOX11,PARD3B,n
Inh L2-5 VIP SOX11,SYT10,n
Inh L2-5 VIP SOX11,ABI3BP,n
Inh L2-5 VIP SOX11,LOC100506497,n
Inh L2-5 VIP SOX11,LOC101927286,n
Inh L2-5 VIP SOX11,LOC101928842,n
Inh L2-5 VIP SOX11,EYA4,n
Inh L2-5 VIP SOX11,LOC105373642,n
Inh L2-5 VIP SOX11,PPP1R1C,n
Inh L2-5 VIP SOX11,KCNT2,n
Inh L2-5 VIP SOX11,LOC105370456,n
Inh L2-5 VIP SOX11,ITGBL1,n
Inh L2-5 VIP SOX11,SLITRK4,n
Inh L2-5 VIP SOX11,EREG,n
Inh L2-5 VIP SOX11,NOX4,n
Inh L2-5 VIP SOX11,ANGPT1,n
Inh L2-5 VIP SOX11,SMOC1,n
Inh L2-5 VIP SOX11,VIP,n
Inh L2-5 VIP SOX11,IQGAP2,n
Inh L2-5 VIP SOX11,SLC22A3,n
Inh L2-5 VIP SOX11,KCTD12,n
Inh L2-5 VIP SOX11,ANKFN1,n
Inh L2-5 VIP SOX11,EGFEM1P,n
Inh L2-5 VIP SOX11,LOC101927078,n
Inh L2-5 VIP SOX11,PDE3A,n
Inh L2-5 VIP SOX11,ADAMTSL1,y
Inh L2-5 VIP SOX11,THSD7B,y
Inh L2-5 VIP SOX11,CXCL14,n
Inh L2-5 VIP SOX11,PENK,n
Inh L2-5 VIP SOX11,EGF,n
Inh L2-5 VIP SOX11,DACH2,n
Inh L2-5 VIP SOX11,SRGAP1,n
Inh L2-5 VIP SOX11,GALNT10,n
Inh L2-5 VIP SOX11,LINC01411,n
Inh L2-5 VIP SOX11,LOC105373454,n
Inh L2-5 VIP SOX11,COL19A1,n
Inh L2-5 VIP SOX11,SOX2-OT,n
Inh L2-5 VIP SOX11,TSHZ2,n
Inh L3-6 VIP ZIM2-AS1,HTR2C,n
Inh L3-6 VIP ZIM2-AS1,LOC284825,n
Inh L3-6 VIP ZIM2-AS1,TAC3,n
Inh L3-6 VIP ZIM2-AS1,SCTR,n
Inh L3-6 VIP ZIM2-AS1,ST18,n
Inh L3-6 VIP ZIM2-AS1,CCNG2,n
Inh L3-6 VIP ZIM2-AS1,IGFBP5,n
Inh L3-6 VIP ZIM2-AS1,KCNH8,n
Inh L3-6 VIP ZIM2-AS1,PARD3B,n
Inh L3-6 VIP ZIM2-AS1,SYT10,n
Inh L3-6 VIP ZIM2-AS1,ABI3BP,n
Inh L3-6 VIP ZIM2-AS1,LOC100506497,n
Inh L3-6 VIP ZIM2-AS1,LOC101927286,n
Inh L3-6 VIP ZIM2-AS1,LOC101928842,n
Inh L3-6 VIP ZIM2-AS1,EYA4,n
Inh L3-6 VIP ZIM2-AS1,LOC105373642,n
Inh L3-6 VIP ZIM2-AS1,PPP1R1C,n
Inh L3-6 VIP ZIM2-AS1,KCNT2,n
Inh L3-6 VIP ZIM2-AS1,LOC105370456,n
Inh L3-6 VIP ZIM2-AS1,ITGBL1,n
Inh L3-6 VIP ZIM2-AS1,SLITRK4,n
Inh L3-6 VIP ZIM2-AS1,EREG,n
Inh L3-6 VIP ZIM2-AS1,NOX4,n
Inh L3-6 VIP ZIM2-AS1,ANGPT1,n
Inh L3-6 VIP ZIM2-AS1,SMOC1,n
Inh L3-6 VIP ZIM2-AS1,VIP,n
Inh L3-6 VIP ZIM2-AS1,IQGAP2,n
Inh L3-6 VIP ZIM2-AS1,SLC22A3,n
Inh L3-6 VIP ZIM2-AS1,KCTD12,n
Inh L3-6 VIP ZIM2-AS1,ANKFN1,n
Inh L3-6 VIP ZIM2-AS1,EGFEM1P,n
Inh L3-6 VIP ZIM2-AS1,LOC101927078,n
Inh L3-6 VIP ZIM2-AS1,PDE3A,n
Inh L3-6 VIP ZIM2-AS1,ADAMTSL1,n
Inh L3-6 VIP ZIM2-AS1,THSD7B,n
Inh L3-6 VIP ZIM2-AS1,CXCL14,y
Inh L3-6 VIP ZIM2-AS1,PENK,y
Inh L3-6 VIP ZIM2-AS1,EGF,n
Inh L3-6 VIP ZIM2-AS1,DACH2,n
Inh L3-6 VIP ZIM2-AS1,SRGAP1,n
Inh L3-6 VIP ZIM2-AS1,GALNT10,n
Inh L3-6 VIP ZIM2-AS1,LINC01411,n
Inh L3-6 VIP ZIM2-AS1,LOC105373454,n
Inh L3-6 VIP ZIM2-AS1,COL19A1,n
Inh L3-6 VIP ZIM2-AS1,SOX2-OT,n
Inh L3-6 VIP ZIM2-AS1,TSHZ2,n
Inh L1-5 VIP PHLDB3,HTR2C,n
Inh L1-5 VIP PHLDB3,LOC284825,n
Inh L1-5 VIP PHLDB3,TAC3,n
Inh L1-5 VIP PHLDB3,SCTR,n
Inh L1-5 VIP PHLDB3,ST18,n
Inh L1-5 VIP PHLDB3,CCNG2,n
Inh L1-5 VIP PHLDB3,IGFBP5,n
Inh L1-5 VIP PHLDB3,KCNH8,n
Inh L1-5 VIP PHLDB3,PARD3B,n
Inh L1-5 VIP PHLDB3,SYT10,n
Inh L1-5 VIP PHLDB3,ABI3BP,n
Inh L1-5 VIP PHLDB3,LOC100506497,n
Inh L1-5 VIP PHLDB3,LOC101927286,n
Inh L1-5 VIP PHLDB3,LOC101928842,n
Inh L1-5 VIP PHLDB3,EYA4,n
Inh L1-5 VIP PHLDB3,LOC105373642,n
Inh L1-5 VIP PHLDB3,PPP1R1C,n
Inh L1-5 VIP PHLDB3,KCNT2,n
Inh L1-5 VIP PHLDB3,LOC105370456,n
Inh L1-5 VIP PHLDB3,ITGBL1,n
Inh L1-5 VIP PHLDB3,SLITRK4,n
Inh L1-5 VIP PHLDB3,EREG,n
Inh L1-5 VIP PHLDB3,NOX4,n
Inh L1-5 VIP PHLDB3,ANGPT1,n
Inh L1-5 VIP PHLDB3,SMOC1,n
Inh L1-5 VIP PHLDB3,VIP,n
Inh L1-5 VIP PHLDB3,IQGAP2,n
Inh L1-5 VIP PHLDB3,SLC22A3,n
Inh L1-5 VIP PHLDB3,KCTD12,n
Inh L1-5 VIP PHLDB3,ANKFN1,n
Inh L1-5 VIP PHLDB3,EGFEM1P,n
Inh L1-5 VIP PHLDB3,LOC101927078,n
Inh L1-5 VIP PHLDB3,PDE3A,n
Inh L1-5 VIP PHLDB3,ADAMTSL1,n
Inh L1-5 VIP PHLDB3,THSD7B,y
Inh L1-5 VIP PHLDB3,CXCL14,n
Inh L1-5 VIP PHLDB3,PENK,n
Inh L1-5 VIP PHLDB3,EGF,y
Inh L1-5 VIP PHLDB3,DACH2,n
Inh L1-5 VIP PHLDB3,SRGAP1,n
Inh L1-5 VIP PHLDB3,GALNT10,n
Inh L1-5 VIP PHLDB3,LINC01411,n
Inh L1-5 VIP PHLDB3,LOC105373454,n
Inh L1-5 VIP PHLDB3,COL19A1,n
Inh L1-5 VIP PHLDB3,SOX2-OT,n
Inh L1-5 VIP PHLDB3,TSHZ2,n
Inh L1-5 VIP LINC01013,HTR2C,n
Inh L1-5 VIP LINC01013,LOC284825,n
Inh L1-5 VIP LINC01013,TAC3,n
Inh L1-5 VIP LINC01013,SCTR,n
Inh L1-5 VIP LINC01013,ST18,n
Inh L1-5 VIP LINC01013,CCNG2,n
Inh L1-5 VIP LINC01013,IGFBP5,n
Inh L1-5 VIP LINC01013,KCNH8,n
Inh L1-5 VIP LINC01013,PARD3B,n
Inh L1-5 VIP LINC01013,SYT10,n
Inh L1-5 VIP LINC01013,ABI3BP,n
Inh L1-5 VIP LINC01013,LOC100506497,n
Inh L1-5 VIP LINC01013,LOC101927286,n
Inh L1-5 VIP LINC01013,LOC101928842,n
Inh L1-5 VIP LINC01013,EYA4,n
Inh L1-5 VIP LINC01013,LOC105373642,n
Inh L1-5 VIP LINC01013,PPP1R1C,n
Inh L1-5 VIP LINC01013,KCNT2,n
Inh L1-5 VIP LINC01013,LOC105370456,n
Inh L1-5 VIP LINC01013,ITGBL1,n
Inh L1-5 VIP LINC01013,SLITRK4,n
Inh L1-5 VIP LINC01013,EREG,n
Inh L1-5 VIP LINC01013,NOX4,n
Inh L1-5 VIP LINC01013,ANGPT1,n
Inh L1-5 VIP LINC01013,SMOC1,n
Inh L1-5 VIP LINC01013,VIP,n
Inh L1-5 VIP LINC01013,IQGAP2,n
Inh L1-5 VIP LINC01013,SLC22A3,n
Inh L1-5 VIP LINC01013,KCTD12,n
Inh L1-5 VIP LINC01013,ANKFN1,n
Inh L1-5 VIP LINC01013,EGFEM1P,n
Inh L1-5 VIP LINC01013,LOC101927078,n
Inh L1-5 VIP LINC01013,PDE3A,n
Inh L1-5 VIP LINC01013,ADAMTSL1,n
Inh L1-5 VIP LINC01013,THSD7B,y
Inh L1-5 VIP LINC01013,CXCL14,n
Inh L1-5 VIP LINC01013,PENK,n
Inh L1-5 VIP LINC01013,EGF,n
Inh L1-5 VIP LINC01013,DACH2,y
Inh L1-5 VIP LINC01013,SRGAP1,y
Inh L1-5 VIP LINC01013,GALNT10,n
Inh L1-5 VIP LINC01013,LINC01411,n
Inh L1-5 VIP LINC01013,LOC105373454,n
Inh L1-5 VIP LINC01013,COL19A1,n
Inh L1-5 VIP LINC01013,SOX2-OT,n
Inh L1-5 VIP LINC01013,TSHZ2,n
Inh L3-6 VIP UG0898H09,HTR2C,n
Inh L3-6 VIP UG0898H09,LOC284825,n
Inh L3-6 VIP UG0898H09,TAC3,n
Inh L3-6 VIP UG0898H09,SCTR,n
Inh L3-6 VIP UG0898H09,ST18,n
Inh L3-6 VIP UG0898H09,CCNG2,n
Inh L3-6 VIP UG0898H09,IGFBP5,n
Inh L3-6 VIP UG0898H09,KCNH8,n
Inh L3-6 VIP UG0898H09,PARD3B,n
Inh L3-6 VIP UG0898H09,SYT10,n
Inh L3-6 VIP UG0898H09,ABI3BP,n
Inh L3-6 VIP UG0898H09,LOC100506497,n
Inh L3-6 VIP UG0898H09,LOC101927286,n
Inh L3-6 VIP UG0898H09,LOC101928842,n
Inh L3-6 VIP UG0898H09,EYA4,n
Inh L3-6 VIP UG0898H09,LOC105373642,n
Inh L3-6 VIP UG0898H09,PPP1R1C,n
Inh L3-6 VIP UG0898H09,KCNT2,n
Inh L3-6 VIP UG0898H09,LOC105370456,n
Inh L3-6 VIP UG0898H09,ITGBL1,n
Inh L3-6 VIP UG0898H09,SLITRK4,n
Inh L3-6 VIP UG0898H09,EREG,n
Inh L3-6 VIP UG0898H09,NOX4,n
Inh L3-6 VIP UG0898H09,ANGPT1,n
Inh L3-6 VIP UG0898H09,SMOC1,n
Inh L3-6 VIP UG0898H09,VIP,n
Inh L3-6 VIP UG0898H09,IQGAP2,n
Inh L3-6 VIP UG0898H09,SLC22A3,n
Inh L3-6 VIP UG0898H09,KCTD12,n
Inh L3-6 VIP UG0898H09,ANKFN1,n
Inh L3-6 VIP UG0898H09,EGFEM1P,n
Inh L3-6 VIP UG0898H09,LOC101927078,n
Inh L3-6 VIP UG0898H09,PDE3A,n
Inh L3-6 VIP UG0898H09,ADAMTSL1,n
Inh L3-6 VIP UG0898H09,THSD7B,n
Inh L3-6 VIP UG0898H09,CXCL14,n
Inh L3-6 VIP UG0898H09,PENK,n
Inh L3-6 VIP UG0898H09,EGF,n
Inh L3-6 VIP UG0898H09,DACH2,n
Inh L3-6 VIP UG0898H09,SRGAP1,n
Inh L3-6 VIP UG0898H09,GALNT10,y
Inh L3-6 VIP UG0898H09,LINC01411,y
Inh L3-6 VIP UG0898H09,LOC105373454,y
Inh L3-6 VIP UG0898H09,COL19A1,n
Inh L3-6 VIP UG0898H09,SOX2-OT,n
Inh L3-6 VIP UG0898H09,TSHZ2,n
Inh L3-5 VIP TAC3,HTR2C,n
Inh L3-5 VIP TAC3,LOC284825,n
Inh L3-5 VIP TAC3,TAC3,n
Inh L3-5 VIP TAC3,SCTR,n
Inh L3-5 VIP TAC3,ST18,n
Inh L3-5 VIP TAC3,CCNG2,n
Inh L3-5 VIP TAC3,IGFBP5,n
Inh L3-5 VIP TAC3,KCNH8,n
Inh L3-5 VIP TAC3,PARD3B,n
Inh L3-5 VIP TAC3,SYT10,n
Inh L3-5 VIP TAC3,ABI3BP,n
Inh L3-5 VIP TAC3,LOC100506497,n
Inh L3-5 VIP TAC3,LOC101927286,n
Inh L3-5 VIP TAC3,LOC101928842,n
Inh L3-5 VIP TAC3,EYA4,n
Inh L3-5 VIP TAC3,LOC105373642,n
Inh L3-5 VIP TAC3,PPP1R1C,n
Inh L3-5 VIP TAC3,KCNT2,n
Inh L3-5 VIP TAC3,LOC105370456,n
Inh L3-5 VIP TAC3,ITGBL1,n
Inh L3-5 VIP TAC3,SLITRK4,n
Inh L3-5 VIP TAC3,EREG,n
Inh L3-5 VIP TAC3,NOX4,n
Inh L3-5 VIP TAC3,ANGPT1,n
Inh L3-5 VIP TAC3,SMOC1,n
Inh L3-5 VIP TAC3,VIP,n
Inh L3-5 VIP TAC3,IQGAP2,n
Inh L3-5 VIP TAC3,SLC22A3,n
Inh L3-5 VIP TAC3,KCTD12,n
Inh L3-5 VIP TAC3,ANKFN1,n
Inh L3-5 VIP TAC3,EGFEM1P,n
Inh L3-5 VIP TAC3,LOC101927078,n
Inh L3-5 VIP TAC3,PDE3A,n
Inh L3-5 VIP TAC3,ADAMTSL1,n
Inh L3-5 VIP TAC3,THSD7B,n
Inh L3-5 VIP TAC3,CXCL14,n
Inh L3-5 VIP TAC3,PENK,n
Inh L3-5 VIP TAC3,EGF,n
Inh L3-5 VIP TAC3,DACH2,n
Inh L3-5 VIP TAC3,SRGAP1,n
Inh L3-5 VIP TAC3,GALNT10,n
Inh L3-5 VIP TAC3,LINC01411,n
Inh L3-5 VIP TAC3,LOC105373454,n
Inh L3-5 VIP TAC3,COL19A1,y
Inh L3-5 VIP TAC3,SOX2-OT,y
Inh L3-5 VIP TAC3,TSHZ2,y
Inh L3-5 SST CDH3,FREM1,y
Inh L3-5 SST CDH3,NPNT,y
Inh L3-5 SST CDH3,QRFPR,y
Inh L3-5 SST CDH3,EDNRA,n
Inh L3-5 SST CDH3,TRHDE,n
Inh L3-5 SST CDH3,COL19A1,n
Inh L3-5 SST CDH3,TRPM3,n
Inh L3-5 SST CDH3,HPGD,n
Inh L3-5 SST CDH3,RGS5,n
Inh L3-5 SST CDH3,SPON1,n
Inh L3-5 SST CDH3,ADAMTS5,n
Inh L3-5 SST CDH3,FBXL7,n
Inh L3-5 SST CDH3,SST,n
Inh L3-5 SST CDH3,EYS,n
Inh L3-5 SST CDH3,RELN,n
Inh L3-5 SST CDH3,HPSE2,n
Inh L3-5 SST CDH3,NOS1,n
Inh L3-5 SST CDH3,PIEZO2,n
Inh L3-5 SST CDH3,EPB41L4A,n
Inh L3-5 SST CDH3,NDST4,n
Inh L3-5 SST CDH3,KLHL14,n
Inh L3-5 SST CDH3,LOC100996671,n
Inh L3-5 SST CDH3,CALB1,n
Inh L3-5 SST CDH3,SPHKAP,n
Inh L3-5 SST CDH3,TMEM132C,n
Inh L3-5 SST CDH3,PCSK5,n
Inh L3-5 SST CDH3,TAC1,n
Inh L3-5 SST CDH3,LOC101927843,n
Inh L3-5 SST CDH3,LOC101929028,n
Inh L3-5 SST CDH3,ADAMTSL1,n
Inh L3-5 SST CDH3,SEMA5A,n
Inh L3-5 SST CDH3,THSD7B,n
Inh L3-5 SST CDH3,HGF,n
Inh L3-5 SST CDH3,ITGA1,n
Inh L3-5 SST CDH3,STON2,n
Inh L3-5 SST CDH3,ADAMTS20,n
Inh L3-5 SST CDH3,PENK,n
Inh L3-5 SST CDH3,HCRTR2,n
Inh L3-5 SST CDH3,KLHL1,n
Inh L3-5 SST CDH3,SLC17A8,n
Inh L3-5 SST CDH3,LOC100128108,n
Inh L3-5 SST CDH3,TH,n
Inh L5 SST RPL35AP11,FREM1,y
Inh L5 SST RPL35AP11,NPNT,n
Inh L5 SST RPL35AP11,QRFPR,n
Inh L5 SST RPL35AP11,EDNRA,y
Inh L5 SST RPL35AP11,TRHDE,y
Inh L5 SST RPL35AP11,COL19A1,n
Inh L5 SST RPL35AP11,TRPM3,n
Inh L5 SST RPL35AP11,HPGD,n
Inh L5 SST RPL35AP11,RGS5,n
Inh L5 SST RPL35AP11,SPON1,n
Inh L5 SST RPL35AP11,ADAMTS5,n
Inh L5 SST RPL35AP11,FBXL7,n
Inh L5 SST RPL35AP11,SST,n
Inh L5 SST RPL35AP11,EYS,n
Inh L5 SST RPL35AP11,RELN,n
Inh L5 SST RPL35AP11,HPSE2,n
Inh L5 SST RPL35AP11,NOS1,n
Inh L5 SST RPL35AP11,PIEZO2,n
Inh L5 SST RPL35AP11,EPB41L4A,n
Inh L5 SST RPL35AP11,NDST4,n
Inh L5 SST RPL35AP11,KLHL14,n
Inh L5 SST RPL35AP11,LOC100996671,n
Inh L5 SST RPL35AP11,CALB1,n
Inh L5 SST RPL35AP11,SPHKAP,n
Inh L5 SST RPL35AP11,TMEM132C,n
Inh L5 SST RPL35AP11,PCSK5,n
Inh L5 SST RPL35AP11,TAC1,n
Inh L5 SST RPL35AP11,LOC101927843,n
Inh L5 SST RPL35AP11,LOC101929028,n
Inh L5 SST RPL35AP11,ADAMTSL1,n
Inh L5 SST RPL35AP11,SEMA5A,n
Inh L5 SST RPL35AP11,THSD7B,n
Inh L5 SST RPL35AP11,HGF,n
Inh L5 SST RPL35AP11,ITGA1,n
Inh L5 SST RPL35AP11,STON2,n
Inh L5 SST RPL35AP11,ADAMTS20,n
Inh L5 SST RPL35AP11,PENK,n
Inh L5 SST RPL35AP11,HCRTR2,n
Inh L5 SST RPL35AP11,KLHL1,n
Inh L5 SST RPL35AP11,SLC17A8,n
Inh L5 SST RPL35AP11,LOC100128108,n
Inh L5 SST RPL35AP11,TH,n
Inh L5-6 SST ISX,FREM1,n
Inh L5-6 SST ISX,NPNT,n
Inh L5-6 SST ISX,QRFPR,n
Inh L5-6 SST ISX,EDNRA,n
Inh L5-6 SST ISX,TRHDE,n
Inh L5-6 SST ISX,COL19A1,y
Inh L5-6 SST ISX,TRPM3,y
Inh L5-6 SST ISX,HPGD,n
Inh L5-6 SST ISX,RGS5,n
Inh L5-6 SST ISX,SPON1,n
Inh L5-6 SST ISX,ADAMTS5,n
Inh L5-6 SST ISX,FBXL7,n
Inh L5-6 SST ISX,SST,n
Inh L5-6 SST ISX,EYS,n
Inh L5-6 SST ISX,RELN,n
Inh L5-6 SST ISX,HPSE2,n
Inh L5-6 SST ISX,NOS1,n
Inh L5-6 SST ISX,PIEZO2,n
Inh L5-6 SST ISX,EPB41L4A,n
Inh L5-6 SST ISX,NDST4,n
Inh L5-6 SST ISX,KLHL14,n
Inh L5-6 SST ISX,LOC100996671,n
Inh L5-6 SST ISX,CALB1,n
Inh L5-6 SST ISX,SPHKAP,n
Inh L5-6 SST ISX,TMEM132C,n
Inh L5-6 SST ISX,PCSK5,n
Inh L5-6 SST ISX,TAC1,n
Inh L5-6 SST ISX,LOC101927843,n
Inh L5-6 SST ISX,LOC101929028,n
Inh L5-6 SST ISX,ADAMTSL1,n
Inh L5-6 SST ISX,SEMA5A,n
Inh L5-6 SST ISX,THSD7B,n
Inh L5-6 SST ISX,HGF,n
Inh L5-6 SST ISX,ITGA1,n
Inh L5-6 SST ISX,STON2,n
Inh L5-6 SST ISX,ADAMTS20,n
Inh L5-6 SST ISX,PENK,n
Inh L5-6 SST ISX,HCRTR2,n
Inh L5-6 SST ISX,KLHL1,n
Inh L5-6 SST ISX,SLC17A8,n
Inh L5-6 SST ISX,LOC100128108,n
Inh L5-6 SST ISX,TH,n
Inh L5-6 PVALB SST CRHR2,FREM1,n
Inh L5-6 PVALB SST CRHR2,NPNT,n
Inh L5-6 PVALB SST CRHR2,QRFPR,n
Inh L5-6 PVALB SST CRHR2,EDNRA,n
Inh L5-6 PVALB SST CRHR2,TRHDE,n
Inh L5-6 PVALB SST CRHR2,COL19A1,n
Inh L5-6 PVALB SST CRHR2,TRPM3,n
Inh L5-6 PVALB SST CRHR2,HPGD,y
Inh L5-6 PVALB SST CRHR2,RGS5,y
Inh L5-6 PVALB SST CRHR2,SPON1,y
Inh L5-6 PVALB SST CRHR2,ADAMTS5,n
Inh L5-6 PVALB SST CRHR2,FBXL7,n
Inh L5-6 PVALB SST CRHR2,SST,n
Inh L5-6 PVALB SST CRHR2,EYS,n
Inh L5-6 PVALB SST CRHR2,RELN,n
Inh L5-6 PVALB SST CRHR2,HPSE2,n
Inh L5-6 PVALB SST CRHR2,NOS1,n
Inh L5-6 PVALB SST CRHR2,PIEZO2,n
Inh L5-6 PVALB SST CRHR2,EPB41L4A,n
Inh L5-6 PVALB SST CRHR2,NDST4,n
Inh L5-6 PVALB SST CRHR2,KLHL14,n
Inh L5-6 PVALB SST CRHR2,LOC100996671,n
Inh L5-6 PVALB SST CRHR2,CALB1,n
Inh L5-6 PVALB SST CRHR2,SPHKAP,n
Inh L5-6 PVALB SST CRHR2,TMEM132C,n
Inh L5-6 PVALB SST CRHR2,PCSK5,n
Inh L5-6 PVALB SST CRHR2,TAC1,n
Inh L5-6 PVALB SST CRHR2,LOC101927843,n
Inh L5-6 PVALB SST CRHR2,LOC101929028,n
Inh L5-6 PVALB SST CRHR2,ADAMTSL1,n
Inh L5-6 PVALB SST CRHR2,SEMA5A,n
Inh L5-6 PVALB SST CRHR2,THSD7B,n
Inh L5-6 PVALB SST CRHR2,HGF,n
Inh L5-6 PVALB SST CRHR2,ITGA1,n
Inh L5-6 PVALB SST CRHR2,STON2,n
Inh L5-6 PVALB SST CRHR2,ADAMTS20,n
Inh L5-6 PVALB SST CRHR2,PENK,n
Inh L5-6 PVALB SST CRHR2,HCRTR2,n
Inh L5-6 PVALB SST CRHR2,KLHL1,n
Inh L5-6 PVALB SST CRHR2,SLC17A8,n
Inh L5-6 PVALB SST CRHR2,LOC100128108,n
Inh L5-6 PVALB SST CRHR2,TH,n
Inh L3-5 SST OR5AH1P,FREM1,n
Inh L3-5 SST OR5AH1P,NPNT,n
